"Id","Name","SetupEntityAccessItems"
"0660W000003BjspQAC","AdvisorPortalDataTableMainPage","[{""Parent"":{""Id"":""0PSd0000000oWPgGAM"",""Type"":""Profile"",""Label"":""00ex00000018ozT_128_09_43_34_1"",""PermissionSetGroupId"":null,""Profile"":{""attributes"":{""type"":""Profile"",""url"":""/services/data/v53.0/sobjects/Profile/00ed00000017IobAAE""},""Id"":""00ed00000017IobAAE"",""Name"":""System Administrator""}}},{""Parent"":{""Id"":""0PSd0000001sKhEGAU"",""Type"":""Regular"",""Label"":""Role: Academic Advisor Portal (Service Users)"",""PermissionSetGroupId"":null,""Profile"":null}}]"
"066d0000002AexAAAS","AllPublishedArticles","[{""Parent"":{""Id"":""0PSd0000000quTfGAI"",""Type"":""Profile"",""Label"":""00ed00000019tQkAAI"",""PermissionSetGroupId"":null,""Profile"":{""attributes"":{""type"":""Profile"",""url"":""/services/data/v53.0/sobjects/Profile/00ed00000019tQkAAI""},""Id"":""00ed00000019tQkAAI"",""Name"":""Public Knowledge Base for ASU Profile""}}},{""Parent"":{""Id"":""0PSd0000000qzl5GAA"",""Type"":""Profile"",""Label"":""00ed00000019yKBAAY"",""PermissionSetGroupId"":null,""Profile"":{""attributes"":{""type"":""Profile"",""url"":""/services/data/v53.0/sobjects/Profile/00ed00000019yKBAAY""},""Id"":""00ed00000019yKBAAY"",""Name"":""ASU View All Data""}}},{""Parent"":{""Id"":""0PSd0000000oWPgGAM"",""Type"":""Profile"",""Label"":""00ex00000018ozT_128_09_43_34_1"",""PermissionSetGroupId"":null,""Profile"":{""attributes"":{""type"":""Profile"",""url"":""/services/data/v53.0/sobjects/Profile/00ed00000017IobAAE""},""Id"":""00ed00000017IobAAE"",""Name"":""System Administrator""}}},{""Parent"":{""Id"":""0PSd0000000quKmGAI"",""Type"":""Regular"",""Label"":""Additional Administrator Permissions"",""PermissionSetGroupId"":null,""Profile"":null}}]"
"066d0000002AVSHAA4","AnswersHome","[{""Parent"":{""Id"":""0PSd0000000qzl5GAA"",""Type"":""Profile"",""Label"":""00ed00000019yKBAAY"",""PermissionSetGroupId"":null,""Profile"":{""attributes"":{""type"":""Profile"",""url"":""/services/data/v53.0/sobjects/Profile/00ed00000019yKBAAY""},""Id"":""00ed00000019yKBAAY"",""Name"":""ASU View All Data""}}},{""Parent"":{""Id"":""0PSd0000000oWPgGAM"",""Type"":""Profile"",""Label"":""00ex00000018ozT_128_09_43_34_1"",""PermissionSetGroupId"":null,""Profile"":{""attributes"":{""type"":""Profile"",""url"":""/services/data/v53.0/sobjects/Profile/00ed00000017IobAAE""},""Id"":""00ed00000017IobAAE"",""Name"":""System Administrator""}}},{""Parent"":{""Id"":""0PSd0000000quKmGAI"",""Type"":""Regular"",""Label"":""Additional Administrator Permissions"",""PermissionSetGroupId"":null,""Profile"":null}}]"
"0660W000002qZP9QAM","authkb","[{""Parent"":{""Id"":""0PSd0000000r0bvGAA"",""Type"":""Profile"",""Label"":""00ed00000019z5nAAA"",""PermissionSetGroupId"":null,""Profile"":{""attributes"":{""type"":""Profile"",""url"":""/services/data/v53.0/sobjects/Profile/00ed00000019z5nAAA""},""Id"":""00ed00000019z5nAAA"",""Name"":""ASU Community""}}},{""Parent"":{""Id"":""0PSd0000000r0c0GAA"",""Type"":""Profile"",""Label"":""00ed00000019z5sAAA"",""PermissionSetGroupId"":null,""Profile"":{""attributes"":{""type"":""Profile"",""url"":""/services/data/v53.0/sobjects/Profile/00ed00000019z5sAAA""},""Id"":""00ed00000019z5sAAA"",""Name"":""ASU Community CAP""}}},{""Parent"":{""Id"":""0PSd0000000oWPgGAM"",""Type"":""Profile"",""Label"":""00ex00000018ozT_128_09_43_34_1"",""PermissionSetGroupId"":null,""Profile"":{""attributes"":{""type"":""Profile"",""url"":""/services/data/v53.0/sobjects/Profile/00ed00000017IobAAE""},""Id"":""00ed00000017IobAAE"",""Name"":""System Administrator""}}}]"
"066d0000002AVSBAA4","BandwidthExceeded","[{""Parent"":{""Id"":""0PS0W000001GgU7WAK"",""Type"":""Profile"",""Label"":""00e0W000001lvZsQAI"",""PermissionSetGroupId"":null,""Profile"":{""attributes"":{""type"":""Profile"",""url"":""/services/data/v53.0/sobjects/Profile/00e0W000001lvZsQAI""},""Id"":""00e0W000001lvZsQAI"",""Name"":""ASU Advising Community Profile""}}},{""Parent"":{""Id"":""0PS0W000001bgy8WAA"",""Type"":""Profile"",""Label"":""00e0W000001yXlHQAU"",""PermissionSetGroupId"":null,""Profile"":{""attributes"":{""type"":""Profile"",""url"":""/services/data/v53.0/sobjects/Profile/00e0W000001yXlHQAU""},""Id"":""00e0W000001yXlHQAU"",""Name"":""Jira Profile""}}},{""Parent"":{""Id"":""0PS0W000001k9RKWAY"",""Type"":""Profile"",""Label"":""00e0W000002NjO9QAK"",""PermissionSetGroupId"":null,""Profile"":{""attributes"":{""type"":""Profile"",""url"":""/services/data/v53.0/sobjects/Profile/00e0W000002NjO9QAK""},""Id"":""00e0W000002NjO9QAK"",""Name"":""Family Portal Profile""}}},{""Parent"":{""Id"":""0PS0W000001watlWAA"",""Type"":""Profile"",""Label"":""00e0W000002RsQNQA0"",""PermissionSetGroupId"":null,""Profile"":{""attributes"":{""type"":""Profile"",""url"":""/services/data/v53.0/sobjects/Profile/00e0W000002RsQNQA0""},""Id"":""00e0W000002RsQNQA0"",""Name"":""AsuChat Profile""}}},{""Parent"":{""Id"":""0PSd0000000quTfGAI"",""Type"":""Profile"",""Label"":""00ed00000019tQkAAI"",""PermissionSetGroupId"":null,""Profile"":{""attributes"":{""type"":""Profile"",""url"":""/services/data/v53.0/sobjects/Profile/00ed00000019tQkAAI""},""Id"":""00ed00000019tQkAAI"",""Name"":""Public Knowledge Base for ASU Profile""}}},{""Parent"":{""Id"":""0PSd0000000qzl5GAA"",""Type"":""Profile"",""Label"":""00ed00000019yKBAAY"",""PermissionSetGroupId"":null,""Profile"":{""attributes"":{""type"":""Profile"",""url"":""/services/data/v53.0/sobjects/Profile/00ed00000019yKBAAY""},""Id"":""00ed00000019yKBAAY"",""Name"":""ASU View All Data""}}},{""Parent"":{""Id"":""0PSd0000000r0dDGAQ"",""Type"":""Profile"",""Label"":""00ed00000019z77AAA"",""PermissionSetGroupId"":null,""Profile"":{""attributes"":{""type"":""Profile"",""url"":""/services/data/v53.0/sobjects/Profile/00ed00000019z77AAA""},""Id"":""00ed00000019z77AAA"",""Name"":""My ASU Profile""}}},{""Parent"":{""Id"":""0PSd0000000r0eSGAQ"",""Type"":""Profile"",""Label"":""00ed00000019z84AAA"",""PermissionSetGroupId"":null,""Profile"":{""attributes"":{""type"":""Profile"",""url"":""/services/data/v53.0/sobjects/Profile/00ed00000019z84AAA""},""Id"":""00ed00000019z84AAA"",""Name"":""Top Level Site Profile""}}},{""Parent"":{""Id"":""0PSd0000000TwGUGA0"",""Type"":""Profile"",""Label"":""00ed0000001EPuyAAG"",""PermissionSetGroupId"":null,""Profile"":{""attributes"":{""type"":""Profile"",""url"":""/services/data/v53.0/sobjects/Profile/00ed0000001EPuyAAG""},""Id"":""00ed0000001EPuyAAG"",""Name"":""Bomgar Profile""}}},{""Parent"":{""Id"":""0PSd0000001o83gGAA"",""Type"":""Profile"",""Label"":""00ed0000002FFobAAG"",""PermissionSetGroupId"":null,""Profile"":{""attributes"":{""type"":""Profile"",""url"":""/services/data/v53.0/sobjects/Profile/00ed0000002FFobAAG""},""Id"":""00ed0000002FFobAAG"",""Name"":""Unsubscribe Profile""}}},{""Parent"":{""Id"":""0PSd0000001jxyyGAA"",""Type"":""Profile"",""Label"":""00ed0000002Nf2KAAS"",""PermissionSetGroupId"":null,""Profile"":{""attributes"":{""type"":""Profile"",""url"":""/services/data/v53.0/sobjects/Profile/00ed0000002Nf2KAAS""},""Id"":""00ed0000002Nf2KAAS"",""Name"":""IdeaMachine Profile""}}},{""Parent"":{""Id"":""0PSd0000000oWPgGAM"",""Type"":""Profile"",""Label"":""00ex00000018ozT_128_09_43_34_1"",""PermissionSetGroupId"":null,""Profile"":{""attributes"":{""type"":""Profile"",""url"":""/services/data/v53.0/sobjects/Profile/00ed00000017IobAAE""},""Id"":""00ed00000017IobAAE"",""Name"":""System Administrator""}}},{""Parent"":{""Id"":""0PSd0000000quKmGAI"",""Type"":""Regular"",""Label"":""Additional Administrator Permissions"",""PermissionSetGroupId"":null,""Profile"":null}}]"
"0660W000002qaEGQAY","BulkSMSEnterprise_Contact","[{""Parent"":{""Id"":""0PSd0000000oWPgGAM"",""Type"":""Profile"",""Label"":""00ex00000018ozT_128_09_43_34_1"",""PermissionSetGroupId"":null,""Profile"":{""attributes"":{""type"":""Profile"",""url"":""/services/data/v53.0/sobjects/Profile/00ed00000017IobAAE""},""Id"":""00ed00000017IobAAE"",""Name"":""System Administrator""}}},{""Parent"":{""Id"":""0PS0W000001sbm1WAA"",""Type"":""Regular"",""Label"":""SMS Magic Academic Advising"",""PermissionSetGroupId"":null,""Profile"":null}},{""Parent"":{""Id"":""0PS0W000001GhJsWAK"",""Type"":""Regular"",""Label"":""SMS Magic First Year Success Coach"",""PermissionSetGroupId"":null,""Profile"":null}},{""Parent"":{""Id"":""0PS6T000001k9thWAA"",""Type"":""Group"",""Label"":""SMS Magic Users - Academic Advisors Manager"",""PermissionSetGroupId"":""0PG6T000000GmepWAC"",""Profile"":null}},{""Parent"":{""Id"":""0PS6T000001k9tiWAA"",""Type"":""Group"",""Label"":""SMS Magic Users - Academic Advisors Staff"",""PermissionSetGroupId"":""0PG6T000000GmeqWAC"",""Profile"":null}},{""Parent"":{""Id"":""0PS6T000001k9tjWAA"",""Type"":""Group"",""Label"":""SMS Magic Users - FYS"",""PermissionSetGroupId"":""0PG6T000000GmerWAC"",""Profile"":null}}]"
"0660W000003Fd77QAC","BulkSMS_Contact","[{""Parent"":{""Id"":""0PSd0000000oWPgGAM"",""Type"":""Profile"",""Label"":""00ex00000018ozT_128_09_43_34_1"",""PermissionSetGroupId"":null,""Profile"":{""attributes"":{""type"":""Profile"",""url"":""/services/data/v53.0/sobjects/Profile/00ed00000017IobAAE""},""Id"":""00ed00000017IobAAE"",""Name"":""System Administrator""}}},{""Parent"":{""Id"":""0PS0W000001sbm1WAA"",""Type"":""Regular"",""Label"":""SMS Magic Academic Advising"",""PermissionSetGroupId"":null,""Profile"":null}},{""Parent"":{""Id"":""0PS0W000001GhJsWAK"",""Type"":""Regular"",""Label"":""SMS Magic First Year Success Coach"",""PermissionSetGroupId"":null,""Profile"":null}},{""Parent"":{""Id"":""0PS6T000001k9thWAA"",""Type"":""Group"",""Label"":""SMS Magic Users - Academic Advisors Manager"",""PermissionSetGroupId"":""0PG6T000000GmepWAC"",""Profile"":null}},{""Parent"":{""Id"":""0PS6T000001k9tiWAA"",""Type"":""Group"",""Label"":""SMS Magic Users - Academic Advisors Staff"",""PermissionSetGroupId"":""0PG6T000000GmeqWAC"",""Profile"":null}},{""Parent"":{""Id"":""0PS6T000001k9tjWAA"",""Type"":""Group"",""Label"":""SMS Magic Users - FYS"",""PermissionSetGroupId"":""0PG6T000000GmerWAC"",""Profile"":null}}]"
"0660W000003BjIZQA0","BulkSMS_Organization","[{""Parent"":{""Id"":""0PSd0000000oWPgGAM"",""Type"":""Profile"",""Label"":""00ex00000018ozT_128_09_43_34_1"",""PermissionSetGroupId"":null,""Profile"":{""attributes"":{""type"":""Profile"",""url"":""/services/data/v53.0/sobjects/Profile/00ed00000017IobAAE""},""Id"":""00ed00000017IobAAE"",""Name"":""System Administrator""}}}]"
"0660W000002qaDrQAI","Bulk_SMS_FYS","[{""Parent"":{""Id"":""0PSd0000000oWPgGAM"",""Type"":""Profile"",""Label"":""00ex00000018ozT_128_09_43_34_1"",""PermissionSetGroupId"":null,""Profile"":{""attributes"":{""type"":""Profile"",""url"":""/services/data/v53.0/sobjects/Profile/00ed00000017IobAAE""},""Id"":""00ed00000017IobAAE"",""Name"":""System Administrator""}}},{""Parent"":{""Id"":""0PS0W000001GhJsWAK"",""Type"":""Regular"",""Label"":""SMS Magic First Year Success Coach"",""PermissionSetGroupId"":null,""Profile"":null}},{""Parent"":{""Id"":""0PS6T000001k9tjWAA"",""Type"":""Group"",""Label"":""SMS Magic Users - FYS"",""PermissionSetGroupId"":""0PG6T000000GmerWAC"",""Profile"":null}}]"
