Metadata Name,Profiles,Permission Sets,Permission Set Groups
JiraWebserviceCalloutTest,['System Administrator'],[],[]
JITStudentHandler,['System Administrator'],[],[]
JITStudentHandlerTest,['System Administrator'],[],[]
JITUserHandler,['System Administrator'],[],[]
JITUserHandlerTest,['System Administrator'],[],[]
KnowledgeArticleFactory,['System Administrator'],[],[]
LeadCommunicationHistoryController,['System Administrator'],[],[]
LeadCommunicationHistoryControllerTest,['System Administrator'],[],[]
LeadDeleter,['System Administrator'],[],[]
LeadDeleterTest,['System Administrator'],[],[]
LeadFactory,['System Administrator'],[],[]
LeadHandler,['System Administrator'],['Additional Administrator Permissions'],[]
LeadHashUpdateBatch,['System Administrator'],[],[]
LeadScrambler,['System Administrator'],[],[]
LeadScramblerTest,['System Administrator'],[],[]
LeadService,['System Administrator'],[],[]
LeadsOperationsForSandBoxRefresh,['System Administrator'],[],[]
LeadsOperationsForSandBoxRefreshTest,['System Administrator'],[],[]
LeadSubscriberOptInBatch,['System Administrator'],[],[]
LeadTriggerTest,['System Administrator'],[],[]
Link,['System Administrator'],[],[]
ListViewController,['System Administrator'],[],[]
ListViewControllerTest,['System Administrator'],[],[]
LiveAgentNoticesController,['System Administrator'],[],[]
LiveAgentNoticesControllerTest,['System Administrator'],[],[]
LiveAgentPostSurveyController,['System Administrator'],[],[]
LiveAgentPostSurveyControllerTest,['System Administrator'],[],[]
LiveAgentPreSurveyController,['System Administrator'],[],[]
LiveAgentPreSurveyControllerTest,['System Administrator'],[],[]
LiveAgentUtils,['System Administrator'],[],[]
LogSuite,['System Administrator'],[],[]
MarketingCloudEmailLinkMockCallout,['System Administrator'],[],[]
MarketingCloudEmailLinkWebService,['System Administrator'],[],[]
MarketingCloudEmailLinkWebServiceTest,['System Administrator'],[],[]
MarketingCloudViewEmailController,['System Administrator'],[],[]
MarketingCloudViewEmailControllerTest,['System Administrator'],[],[]
MassHashUpdateBatch,['System Administrator'],[],[]
MassHashUpdateBatchTest,['System Administrator'],[],[]
MCSMSOptInController,['System Administrator'],[],[]
MCSMSOptInControllerTest,['System Administrator'],[],[]
MockHttpBulkAPI,['System Administrator'],[],[]
MockHttpResponseGen_EnterpriseContact,['System Administrator'],[],[]
MyASUHelpAttachmentsController,['System Administrator'],[],[]
MyASUHelpAttachmentsControllerTest,['System Administrator'],[],[]
MyASUHelpController,['System Administrator'],[],[]
MyASUHelpControllerTest,['System Administrator'],[],[]
MyASUHelpPaginationController,['System Administrator'],[],[]
MyASUHelpPaginationControllerTest,['System Administrator'],[],[]
MyASUHelpViewAsService,['System Administrator'],[],[]
MyASUHelpViewAsServiceMock,['System Administrator'],[],[]
MyASUHelpViewAsServiceTest,['System Administrator'],[],[]
MyASUHelpViewAsSharingService,['System Administrator'],[],[]
MyProfilePageController,['System Administrator'],[],[]
MyProfilePageControllerTest,['System Administrator'],[],[]
NewCorporateRelationsContactController,"['ASU Corporate Relations', 'System Administrator']",['Role: Corporate Relations'],[]
NewCorporateRelationsControllerTest,['System Administrator'],[],[]
NonAuthenticatedLiveAgentController,['System Administrator'],[],[]
NonAuthenticatedLiveAgentControllerTest,['System Administrator'],[],[]
NonAuthenticatedLiveAgentLandingPage,['System Administrator'],[],[]
NonAuthenticatedLiveAgentLandingPageTest,['System Administrator'],[],[]
ObjectScramble,['System Administrator'],[],[]
ObjectScrambleBatch,['System Administrator'],[],[]
ObjectScrambleInitiatorController,['System Administrator'],[],[]
ObjectScrambleService,['System Administrator'],[],[]
ObjectScrambleServiceTest,['System Administrator'],[],[]
ObjectService,['System Administrator'],[],[]
omnichannelController,['System Administrator'],"['SMS Magic Academic Advising', 'SMS Magic First Year Success Coach']","['SMS Magic Users - Academic Advisors Manager', 'SMS Magic Users - Academic Advisors Staff', 'SMS Magic Users - FYS']"
OmniChannelControllerTest,['System Administrator'],[],[]
OpportunityFactory,['System Administrator'],[],[]
OpportunityHandler,['System Administrator'],['Additional Administrator Permissions'],[]
OpportunityService,['System Administrator'],[],[]
OpportunityTriggerTest,['System Administrator'],[],[]
OrgWideEmailAddressService,['System Administrator'],[],[]
OWEAServiceTest,['System Administrator'],[],[]
PersistenceFeedbackController,['System Administrator'],[],[]
PersistenceFeedbackControllerTest,['System Administrator'],[],[]
PickListDescController,"['ASU Service - Success Coach', 'System Administrator']","['Role: Academic Advisor Portal (Service Users)', 'Role: EdPlus Coach Portal (Non-Success Coach)', 'Success Portal Management (EdPlus)']",[]
PickListDescControllerTest,['System Administrator'],[],[]
PicklistDescriber,"['ASU Service - Success Coach', 'System Administrator']","['Role: Academic Advisor Portal (Service Users)', 'Role: EdPlus Coach Portal (Non-Success Coach)', 'Success Portal Management (EdPlus)']",[]
PicklistDescriberTest,['System Administrator'],[],[]
pkb_Controller,"['Public Knowledge Base for ASU Profile', 'System Administrator']",['Additional Administrator Permissions'],[]
pkb_ControllerTest,['System Administrator'],[],[]
pkb_Mobile_ConfigController,['System Administrator'],['Additional Administrator Permissions'],[]
pkb_Mobile_CustomSettingModel,['System Administrator'],['Additional Administrator Permissions'],[]
pkb_SecurityHandler,['System Administrator'],['Additional Administrator Permissions'],[]
pkb_SettingsController,['System Administrator'],['Additional Administrator Permissions'],[]
pkb_SiteMap,['System Administrator'],['Additional Administrator Permissions'],[]
PortalEmailDispatcher,['System Administrator'],[],[]
PortalEmailService,['System Administrator'],[],[]
PortalEmailServiceTest,['System Administrator'],[],[]
PreviousEducationHandler,['System Administrator'],[],[]
PreviousEducationTriggerTest,['System Administrator'],[],[]
ProfileAuditController,['System Administrator'],"['Additional Administrator Permissions', 'Profile Audit Search']",[]
ProfileAuditControllerTest,['System Administrator'],[],[]
ProfileService,['System Administrator'],[],[]
PSCountryMapService,['System Administrator'],[],[]
PSCountryMapServiceTest,['System Administrator'],[],[]
QADefaultHandler,['System Administrator'],[],[]
QADefaultHandlerTest,['System Administrator'],[],[]
Query,['System Administrator'],[],[]
QueryTest,['System Administrator'],[],[]
QueueFactory,['System Administrator'],[],[]
RelationshipDispatcher,['System Administrator'],[],[]
RelationshipService,['System Administrator'],[],[]
RelationshipTriggerTest,['System Administrator'],[],[]
RestCallResponse,['System Administrator'],[],[]
RestCallResponseTest,['System Administrator'],[],[]
SandboxRefreshService,['System Administrator'],[],[]
SandboxRefreshServiceTest,['System Administrator'],[],[]
ScheduledStalledSMSDetector,['System Administrator'],[],[]
ScheduledStalledSMSDetectorTest,['System Administrator'],[],[]
Scrambler,['System Administrator'],[],[]
ScramblerTest,['System Administrator'],[],[]
SearchUsers,"['ASU View All Data', 'System Administrator']",[],[]
SearchUsersTest,['System Administrator'],[],[]
SendDefinitionFactory,['System Administrator'],[],[]
showMyCoachCasesController,['System Administrator'],[],[]
ShowMyCoachCasesControllerTest,['System Administrator'],[],[]
showMyCoachingStudentsController,['System Administrator'],[],[]
ShowMyCoachingStudentsTest,['System Administrator'],[],[]
SilverpopDeleter,['System Administrator'],[],[]
SilverpopDeleterTest,['System Administrator'],[],[]
SingleRequestMock,['System Administrator'],[],[]
SiteLoginController,['System Administrator'],['Additional Administrator Permissions'],[]
SiteLoginControllerTest,['System Administrator'],['Additional Administrator Permissions'],[]
SiteRegisterController,['System Administrator'],['Additional Administrator Permissions'],[]
SiteRegisterControllerTest,['System Administrator'],['Additional Administrator Permissions'],[]
SortableClass,['System Administrator'],[],[]
SortableClassTest,['System Administrator'],[],[]
SortableCreditByExam,['System Administrator'],[],[]
SortableCreditByExamTest,['System Administrator'],[],[]
SortableTransferWork,['System Administrator'],[],[]
SortableTransferWorkTest,['System Administrator'],[],[]
StudentGroupService,['System Administrator'],[],[]
StudentProfileController,"['ASU Service - ASU Local', 'ASU Service - International Students and Scholars Center SMS', 'ASU Service - Information Technology Support Hub', 'ASU Service - SMS API', 'ASU Service - First Year Success Center', 'ASU Service - Career Services', 'ASU Service - University Academic Success Programs', 'ASU Service - International Students and Scholars Center', 'ASU Service - American Indian Student Support Services', 'ASU Service - Dean of Students', 'ASU Service - Financial Aid', 'ASU Service - Registrar', 'ASU Service - Student Business Services', 'ASU View All Data', 'ASU Service - Help Desk', 'ASU Service - Integrated Services', 'ASU Service - University Housing', 'System Administrator']",['Role: Student Profile'],[]
StudentProfileControllerTest,['System Administrator'],[],[]
StudentProgramPlanDispatcher,['System Administrator'],[],[]
StudentProgramPlanService,['System Administrator'],[],[]
StudentProgramPlanTriggerTest,['System Administrator'],[],[]
SubscriberDispatcher,['System Administrator'],[],[]
SubscriberFactory,['System Administrator'],[],[]
SubscriberHashUpdateBatch,['System Administrator'],[],[]
SubscriberService,['System Administrator'],[],[]
SubscriberTriggerTest,['System Administrator'],[],[]
SubscriptionCenterController,['System Administrator'],[],[]
SubscriptionCenterTest,['System Administrator'],[],[]
SubscriptionDispatcher,['System Administrator'],[],[]
SubscriptionFactory,['System Administrator'],[],[]
SubscriptionHashUpdateBatch,['System Administrator'],[],[]
SubscriptionService,['System Administrator'],[],[]
SuccessPodFactory,['System Administrator'],[],[]
SuccessRecodingController,['System Administrator'],[],[]
SuccessRecodingControllerTest,['System Administrator'],[],[]
SuccessResourceFactory,['System Administrator'],[],[]
SuccessResourcePodAssociationFactory,['System Administrator'],[],[]
SuccessStudentDispatcher,['System Administrator'],[],[]
SuccessStudentFactory,['System Administrator'],[],[]
SuccessStudentOutreachCaseCreator,['System Administrator'],[],[]
SuccessStudentTriggerTest,['System Administrator'],[],[]
SummaryListController,['System Administrator'],[],[]
SummaryListControllerTest,['System Administrator'],[],[]
SuncardPhotoController,['System Administrator'],[],[]
SuncardPhotoControllerTest,['System Administrator'],[],[]
SuncardPhotoService,['System Administrator'],[],[]
TermService,['System Administrator'],[],[]
TerritoryAssignmentHelper,['System Administrator'],[],[]
TerritoryAssignmentHelperTest,['System Administrator'],[],[]
TerritoryAssignmentRuleService,['System Administrator'],[],[]
TestDataFactory,['System Administrator'],[],[]
TestEmailSendHelper,['System Administrator'],[],[]
TestEngagementContactsHandler,['System Administrator'],[],[]
TestEngagementContactsTriggerTest,['System Administrator'],[],[]
TestFactory,['System Administrator'],[],[]
TestHelpdeskProfileCallCenter,['System Administrator'],[],[]
TopFiveArticleController,"['ASU Recruitment - Team (ESISD)', 'ASU Recruitment - Graduate Recruiter', 'ASU Chatter User', 'ASU View All Data', 'ASU Recruitment - Applicant Services', 'ASU Recruitment - Business Operations', 'ASU Recruitment - Freshman Recruiter', 'ASU Recruitment - Admission Services', 'ASU Recruitment - Transfer Recruiter', 'ASU Recruitment - International Recruiter', 'ASU Recruitment - Events', 'ASU Recruitment - Havasu', 'ASU Recruitment - Leads (ESISD)', 'ASU Chatter Marketing Cloud User', 'ASU Recruitment - Freshman Recruiter (Temp Access to Org Wide)', 'ASU Recruitment - Business Intelligence', 'System Administrator', 'Standard User']",['Additional Administrator Permissions'],[]
TopFiveArticleControllerAKB,['System Administrator'],[],[]
TopFiveArticleControllerAKBTest,['System Administrator'],[],[]
TopFiveArticleControllerTest,['System Administrator'],[],[]
TriggerFactory,['System Administrator'],['Additional Administrator Permissions'],[]
UndergradNewProspectController,['System Administrator'],[],[]
UndergradNewProspectControllerTest,['System Administrator'],[],[]
UnifiedProspectPageController,"['ASU Recruitment - Team (ESISD)', 'ASU Recruitment - Graduate Recruiter', 'ASU Recruitment - Applicant Services', 'ASU Recruitment - Business Operations', 'ASU Recruitment - Freshman Recruiter', 'ASU Recruitment - Admission Services', 'ASU Recruitment - Transfer Recruiter', 'ASU Recruitment - International Recruiter', 'ASU Recruitment - Events', 'ASU Recruitment - Havasu', 'ASU Recruitment - Leads (ESISD)', 'ASU Recruitment - Freshman Recruiter (Temp Access to Org Wide)', 'ASU Recruitment - Business Intelligence', 'System Administrator']",['Role: Recruiting (Service Users)'],[]
UnifiedProspectPageControllerTest,['System Administrator'],[],[]
UnsubscribeController,['System Administrator'],[],[]
UnsubscribeControllerTest,['System Administrator'],[],[]
UpdateConvSharingTriggerHandler,['System Administrator'],[],[]
UpdateConvSharingTriggerTest,['System Administrator'],[],[]
UpdateOpportunityOwnerController,['System Administrator'],[],[]
UpdateOpportunityOwnerControllerTest,['System Administrator'],[],[]
UpdateTerm,['System Administrator'],[],[]
UpdateTermTest,['System Administrator'],[],[]
UserChatterGroupHandler,['System Administrator'],[],[]
UserDeprovisioner,['System Administrator'],[],[]
UserDeprovisionOrganizer,['System Administrator'],[],[]
UserDeprovisionOrganizerTest,['System Administrator'],[],[]
UserDeprovisionQueue,['System Administrator'],[],[]
UserFactory,['System Administrator'],[],[]
UserHandler,['System Administrator'],[],[]
UserPresenceController,['System Administrator'],"['SMS Magic Academic Advising', 'SMS Magic First Year Success Coach']","['SMS Magic Users - Academic Advisors Manager', 'SMS Magic Users - Academic Advisors Staff', 'SMS Magic Users - FYS']"
UserPresenceControllerTest,['System Administrator'],"['SMS Magic Academic Advising', 'SMS Magic First Year Success Coach']","['SMS Magic Users - Academic Advisors Manager', 'SMS Magic Users - Academic Advisors Staff', 'SMS Magic Users - FYS']"
UserScrambler,['System Administrator'],[],[]
UserScramblerTest,['System Administrator'],[],[]
UserService,['System Administrator'],[],[]
UserTriggerTest,['System Administrator'],[],[]
Util_JSONParser,['System Administrator'],[],[]
Util_JSONParserTest,['System Administrator'],[],[]
Validator,['System Administrator'],[],[]
ValidatorTest,['System Administrator'],[],[]
ViewAllArticlesController,['System Administrator'],[],[]
ViewAllCasesController,['System Administrator'],[],[]
ViewAllCasesControllerTest,['System Administrator'],[],[]
ViewAsController,['System Administrator'],[],[]
ViewAsControllerTest,['System Administrator'],[],[]
ViewCaseController,['System Administrator'],[],[]
Visualstrap,['System Administrator'],[],[]
VisualstrapTest,['System Administrator'],[],[]
